Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,collection_date,period,granularity
2022-11-21 00:00:00-05:00,15.147000312805176,16.527000427246094,15.079999923706055,16.270000457763672,16.255138397216797,1472780000,0.0,0.0,2024-09-20,5y,1wk
2022-11-28 00:00:00-05:00,16.025999069213867,17.264999389648438,15.520000457763672,16.875999450683594,16.860580444335938,2009789000,0.004,0.0,2024-09-20,5y,1wk
2022-12-05 00:00:00-05:00,16.679000854492188,17.58300018310547,15.666999816894531,17.000999450683594,16.98981285095215,2058131000,0.0,0.0,2024-09-20,5y,1wk
2022-12-12 00:00:00-05:00,17.03700065612793,18.790000915527344,16.40999984741211,16.570999145507812,16.560096740722656,2567579000,0.0,0.0,2024-09-20,5y,1wk
2022-12-19 00:00:00-05:00,16.57200050354004,16.62700080871582,14.881999969482422,15.206000328063965,15.195995330810547,1996695000,0.0,0.0,2024-09-20,5y,1wk
2022-12-26 00:00:00-05:00,15.074000358581543,15.100000381469727,13.883999824523926,14.61400032043457,14.604385375976562,1481381000,0.0,0.0,2024-09-20,5y,1wk
2023-01-02 00:00:00-05:00,14.85099983215332,15.010000228881836,14.034000396728516,14.859000205993652,14.849223136901855,1626813000,0.0,0.0,2024-09-20,5y,1wk
2023-01-09 00:00:00-05:00,15.284000396728516,16.922000885009766,15.140999794006348,16.89900016784668,16.88787841796875,2240313000,0.0,0.0,2024-09-20,5y,1wk
2023-01-16 00:00:00-05:00,16.89900016784668,17.87299919128418,16.731000900268555,17.839000701904297,17.82726287841797,1968625000,0.0,0.0,2024-09-20,5y,1wk
2023-01-23 00:00:00-05:00,18.06399917602539,20.628000259399414,17.81800079345703,20.364999771118164,20.351598739624023,2632581000,0.0,0.0,2024-09-20,5y,1wk
2023-01-30 00:00:00-05:00,19.950000762939453,21.948999404907227,18.950000762939453,21.100000381469727,21.08611488342285,2640747000,0.0,0.0,2024-09-20,5y,1wk
2023-02-06 00:00:00-05:00,20.805999755859375,23.020000457763672,20.785999298095703,21.264999389648438,21.251007080078125,2750611000,0.0,0.0,2024-09-20,5y,1wk
2023-02-13 00:00:00-05:00,21.538000106811523,23.048999786376953,20.961999893188477,21.38800048828125,21.37392807006836,2448882000,0.0,0.0,2024-09-20,5y,1wk
2023-02-20 00:00:00-05:00,21.0,23.88800048828125,20.42099952697754,23.285999298095703,23.270679473876953,2630910000,0.0,0.0,2024-09-20,5y,1wk
2023-02-27 00:00:00-05:00,23.670000076293945,23.899999618530273,22.43199920654297,23.889999389648438,23.87428092956543,2170791000,0.0,0.0,2024-09-20,5y,1wk
2023-03-06 00:00:00-05:00,23.891000747680664,24.45400047302246,22.72599983215332,22.96500015258789,22.949886322021484,2442279000,0.004,0.0,2024-09-20,5y,1wk
2023-03-13 00:00:00-04:00,22.75200080871582,26.39900016784668,22.297000885009766,25.725000381469727,25.712440490722656,2853086000,0.0,0.0,2024-09-20,5y,1wk
2023-03-20 00:00:00-04:00,25.614999771118164,27.589000701904297,25.1299991607666,26.77899932861328,26.765926361083984,2797259000,0.0,0.0,2024-09-20,5y,1wk
2023-03-27 00:00:00-04:00,26.836999893188477,27.833999633789062,25.850000381469727,27.777000427246094,27.763439178466797,1909273000,0.0,0.0,2024-09-20,5y,1wk
2023-04-03 00:00:00-04:00,27.509000778198242,28.0,26.395000457763672,27.03700065612793,27.023799896240234,1679977000,0.0,0.0,2024-09-20,5y,1wk
2023-04-10 00:00:00-04:00,26.822999954223633,27.790000915527344,26.219999313354492,26.757999420166016,26.744935989379883,1905191000,0.0,0.0,2024-09-20,5y,1wk
2023-04-17 00:00:00-04:00,26.565000534057617,28.110000610351562,26.433000564575195,27.118999481201172,27.105756759643555,2057759000,0.0,0.0,2024-09-20,5y,1wk
2023-04-24 00:00:00-04:00,27.01300048828125,27.757999420166016,26.225000381469727,27.749000549316406,27.73545265197754,1793523000,0.0,0.0,2024-09-20,5y,1wk
2023-05-01 00:00:00-04:00,27.84000015258789,29.058000564575195,27.239999771118164,28.68000030517578,28.665996551513672,2039790000,0.0,0.0,2024-09-20,5y,1wk
2023-05-08 00:00:00-04:00,28.52199935913086,29.219999313354492,28.04599952697754,28.34000015258789,28.32616424560547,1625569000,0.0,0.0,2024-09-20,5y,1wk
2023-05-15 00:00:00-04:00,28.507999420166016,31.827999114990234,28.152000427246094,31.263999938964844,31.248735427856445,2398499000,0.0,0.0,2024-09-20,5y,1wk
2023-05-22 00:00:00-04:00,30.900999069213867,39.47999954223633,29.805999755859375,38.94599914550781,38.92698287963867,3707980000,0.0,0.0,2024-09-20,5y,1wk
2023-05-29 00:00:00-04:00,40.595001220703125,41.9379997253418,37.821998596191406,39.32699966430664,39.30780029296875,3044585000,0.0,0.0,2024-09-20,5y,1wk
2023-06-05 00:00:00-04:00,38.909000396728516,39.71099853515625,37.35599899291992,38.77000045776367,38.75106430053711,2142310000,0.004,0.0,2024-09-20,5y,1wk
2023-06-12 00:00:00-04:00,39.20000076293945,43.72100067138672,38.61800003051758,42.69200134277344,42.67557144165039,2966705000,0.0,0.0,2024-09-20,5y,1wk
2023-06-19 00:00:00-04:00,42.99800109863281,43.9900016784668,42.01499938964844,42.20899963378906,42.19275665283203,1778633000,0.0,0.0,2024-09-20,5y,1wk
2023-06-26 00:00:00-04:00,42.46099853515625,42.763999938964844,40.099998474121094,42.301998138427734,42.28572082519531,2520798000,0.0,0.0,2024-09-20,5y,1wk
2023-07-03 00:00:00-04:00,42.516998291015625,43.2140007019043,41.34600067138672,42.50299835205078,42.48664093017578,1181290000,0.0,0.0,2024-09-20,5y,1wk
2023-07-10 00:00:00-04:00,42.65700149536133,48.0880012512207,41.64899826049805,45.46900177001953,45.45150375366211,2383708000,0.0,0.0,2024-09-20,5y,1wk
2023-07-17 00:00:00-04:00,46.28900146484375,47.895999908447266,44.099998474121094,44.308998107910156,44.29194641113281,3008788000,0.0,0.0,2024-09-20,5y,1wk
2023-07-24 00:00:00-04:00,44.73099899291992,47.39500045776367,44.040000915527344,46.75,46.73201370239258,1882004000,0.0,0.0,2024-09-20,5y,1wk
2023-07-31 00:00:00-04:00,46.75400161743164,47.130001068115234,43.387001037597656,44.68000030517578,44.662803649902344,1705897000,0.0,0.0,2024-09-20,5y,1wk
2023-08-07 00:00:00-04:00,45.111000061035156,45.540000915527344,40.638999938964844,40.85499954223633,40.83927536010742,2288236000,0.0,0.0,2024-09-20,5y,1wk
2023-08-14 00:00:00-04:00,40.486000061035156,45.268001556396484,40.31100082397461,43.29899978637695,43.2823371887207,2930412000,0.0,0.0,2024-09-20,5y,1wk
2023-08-21 00:00:00-04:00,44.49399948120117,50.26599884033203,44.22200012207031,46.018001556396484,46.00028610229492,4308297000,0.0,0.0,2024-09-20,5y,1wk
2023-08-28 00:00:00-04:00,46.481998443603516,49.926998138427734,44.88800048828125,48.50899887084961,48.49033737182617,3114195000,0.0,0.0,2024-09-20,5y,1wk
2023-09-04 00:00:00-04:00,48.222999572753906,48.85100173950195,45.152000427246094,45.571998596191406,45.55446243286133,1757722000,0.004,0.0,2024-09-20,5y,1wk
2023-09-11 00:00:00-04:00,46.14799880981445,46.16299819946289,43.80799865722656,43.900001525878906,43.886722564697266,2098505000,0.0,0.0,2024-09-20,5y,1wk
2023-09-18 00:00:00-04:00,42.74800109863281,44.242000579833984,40.97999954223633,41.61000061035156,41.597412109375,2170415000,0.0,0.0,2024-09-20,5y,1wk
2023-09-25 00:00:00-04:00,41.590999603271484,44.14400100708008,41.176998138427734,43.499000549316406,43.48583984375,2088801000,0.0,0.0,2024-09-20,5y,1wk
2023-10-02 00:00:00-04:00,44.029998779296875,45.78900146484375,43.24599838256836,45.762001037597656,45.7481575012207,2093888000,0.0,0.0,2024-09-20,5y,1wk
2023-10-09 00:00:00-04:00,44.84199905395508,47.60900115966797,44.36800003051758,45.46099853515625,45.44724655151367,2111834000,0.0,0.0,2024-09-20,5y,1wk
2023-10-16 00:00:00-04:00,45.0629997253418,46.224998474121094,41.077999114990234,41.387001037597656,41.374481201171875,2793225000,0.0,0.0,2024-09-20,5y,1wk
2023-10-23 00:00:00-04:00,41.229000091552734,43.696998596191406,39.880001068115234,40.5,40.48775100708008,2236157000,0.0,0.0,2024-09-20,5y,1wk
2023-10-30 00:00:00-04:00,41.08700180053711,45.308998107910156,39.22999954223633,45.005001068115234,44.991390228271484,2177372000,0.0,0.0,2024-09-20,5y,1wk
2023-11-06 00:00:00-05:00,45.28499984741211,48.47200012207031,44.89899826049805,48.334999084472656,48.320377349853516,2052358000,0.0,0.0,2024-09-20,5y,1wk
2023-11-13 00:00:00-05:00,48.31999969482422,49.959999084472656,48.0989990234375,49.29800033569336,49.2830924987793,1941548000,0.0,0.0,2024-09-20,5y,1wk
2023-11-20 00:00:00-05:00,49.3120002746582,50.54800033569336,47.689998626708984,47.7760009765625,47.76155090332031,2173932000,0.0,0.0,2024-09-20,5y,1wk
2023-11-27 00:00:00-05:00,47.79999923706055,48.762001037597656,46.1870002746582,46.76499938964844,46.7508544921875,2074722000,0.0,0.0,2024-09-20,5y,1wk
2023-12-04 00:00:00-05:00,46.07699966430664,47.74100112915039,45.0099983215332,47.50600051879883,47.49163055419922,1899898000,0.004,0.0,2024-09-20,5y,1wk
2023-12-11 00:00:00-05:00,47.49100112915039,49.40399932861328,45.83000183105469,48.88999938964844,48.87950897216797,2201087000,0.0,0.0,2024-09-20,5y,1wk
2023-12-18 00:00:00-05:00,49.400001525878906,50.43299865722656,48.097999572753906,48.83000183105469,48.81952667236328,1827857000,0.0,0.0,2024-09-20,5y,1wk
2023-12-25 00:00:00-05:00,48.96799850463867,49.99700164794922,48.750999450683594,49.52199935913086,49.511375427246094,1113728000,0.0,0.0,2024-09-20,5y,1wk
2024-01-01 00:00:00-05:00,49.24399948120117,49.547000885009766,47.31999969482422,49.09700012207031,49.086463928222656,1453724000,0.0,0.0,2024-09-20,5y,1wk
2024-01-08 00:00:00-05:00,49.512001037597656,55.34600067138672,49.479000091552734,54.709999084472656,54.69825744628906,2899159000,0.0,0.0,2024-09-20,5y,1wk
2024-01-15 00:00:00-05:00,55.018001556396484,59.5,54.7400016784668,59.49100112915039,59.47823715209961,1959125000,0.0,0.0,2024-09-20,5y,1wk
2024-01-22 00:00:00-05:00,60.04899978637695,62.8489990234375,58.584999084472656,61.03099822998047,61.017906188964844,2180966000,0.0,0.0,2024-09-20,5y,1wk
2024-01-29 00:00:00-05:00,61.231998443603516,66.5999984741211,60.70000076293945,66.16000366210938,66.14580535888672,2058987000,0.0,0.0,2024-09-20,5y,1wk
2024-02-05 00:00:00-05:00,68.2249984741211,72.18499755859375,66.30000305175781,72.13300323486328,72.11752319335938,2709823000,0.0,0.0,2024-09-20,5y,1wk
2024-02-12 00:00:00-05:00,72.5999984741211,74.61100006103516,69.62000274658203,72.61299896240234,72.59741973876953,2636656000,0.0,0.0,2024-09-20,5y,1wk
2024-02-19 00:00:00-05:00,71.9469985961914,82.39399719238281,66.24800109863281,78.81700134277344,78.80007934570312,3089619000,0.0,0.0,2024-09-20,5y,1wk
2024-02-26 00:00:00-05:00,79.69999694824219,82.30000305175781,77.125,82.27899932861328,82.26134490966797,2275212000,0.0,0.0,2024-09-20,5y,1wk
2024-03-04 00:00:00-05:00,84.12999725341797,97.4000015258789,83.41699981689453,87.52799987792969,87.50922393798828,3469163000,0.004,0.0,2024-09-20,5y,1wk
2024-03-11 00:00:00-04:00,86.42900085449219,91.95999908447266,84.16600036621094,87.83699798583984,87.822265625,3226556000,0.0,0.0,2024-09-20,5y,1wk
2024-03-18 00:00:00-04:00,90.38800048828125,94.77799987792969,85.01000213623047,94.28900146484375,94.273193359375,2887301000,0.0,0.0,2024-09-20,5y,1wk
2024-03-25 00:00:00-04:00,93.94100189208984,96.76599884033203,89.12300109863281,90.35600280761719,90.34085083007812,2087063000,0.0,0.0,2024-09-20,5y,1wk
2024-04-01 00:00:00-04:00,90.29900360107422,92.2249984741211,85.87999725341797,88.00800323486328,87.99324798583984,2090215000,0.0,0.0,2024-09-20,5y,1wk
2024-04-08 00:00:00-04:00,88.69999694824219,90.73899841308594,83.02200317382812,88.18599700927734,88.17121124267578,2077138000,0.0,0.0,2024-09-20,5y,1wk
2024-04-15 00:00:00-04:00,89.0979995727539,90.61299896240234,75.60600280761719,76.19999694824219,76.18722534179688,2631388000,0.0,0.0,2024-09-20,5y,1wk
2024-04-22 00:00:00-04:00,78.10399627685547,88.33100128173828,76.4000015258789,87.73500061035156,87.72028350830078,2522760000,0.0,0.0,2024-09-20,5y,1wk
2024-04-29 00:00:00-04:00,87.59500122070312,89.28099822998047,81.25499725341797,88.78900146484375,88.77411651611328,2088782000,0.0,0.0,2024-09-20,5y,1wk
2024-05-06 00:00:00-04:00,89.38999938964844,92.22000122070312,88.23100280761719,89.87799835205078,89.86292266845703,1852604000,0.0,0.0,2024-09-20,5y,1wk
2024-05-13 00:00:00-04:00,90.47799682617188,95.81900024414062,88.52899932861328,92.47899627685547,92.46348571777344,1687565000,0.0,0.0,2024-09-20,5y,1wk
2024-05-20 00:00:00-04:00,93.75,106.4749984741211,93.18000030517578,106.46900177001953,106.4511489868164,2460917000,0.0,0.0,2024-09-20,5y,1wk
2024-05-27 00:00:00-04:00,110.24400329589844,115.81900024414062,106.94000244140625,109.63300323486328,109.6146240234375,2310783000,0.0,0.0,2024-09-20,5y,1wk
2024-06-03 00:00:00-04:00,113.62100219726562,125.58699798583984,112.00299835205078,120.88800048828125,120.86773681640625,2447200000,0.0,0.0,2024-09-20,5y,1wk
2024-06-10 00:00:00-04:00,120.37000274658203,132.83999633789062,117.01000213623047,131.8800048828125,131.85789489746094,1406333800,0.01,10.0,2024-09-20,5y,1wk
2024-06-17 00:00:00-04:00,132.99000549316406,140.75999450683594,124.30000305175781,126.56999969482422,126.55917358398438,1756092600,0.0,0.0,2024-09-20,5y,1wk
2024-06-24 00:00:00-04:00,123.23999786376953,128.1199951171875,118.04000091552734,123.54000091552734,123.52943420410156,1832912700,0.0,0.0,2024-09-20,5y,1wk
2024-07-01 00:00:00-04:00,123.47000122070312,128.85000610351562,118.83000183105469,125.83000183105469,125.8192367553711,933185200,0.0,0.0,2024-09-20,5y,1wk
2024-07-08 00:00:00-04:00,127.48999786376953,136.14999389648438,127.04000091552734,129.24000549316406,129.2289581298828,1399485700,0.0,0.0,2024-09-20,5y,1wk
2024-07-15 00:00:00-04:00,130.55999755859375,131.38999938964844,116.55999755859375,117.93000030517578,117.91991424560547,1351385200,0.0,0.0,2024-09-20,5y,1wk
2024-07-22 00:00:00-04:00,120.3499984741211,124.69000244140625,106.30000305175781,113.05999755859375,113.05032348632812,1513222900,0.0,0.0,2024-09-20,5y,1wk
2024-07-29 00:00:00-04:00,113.69000244140625,120.16000366210938,101.37000274658203,107.2699966430664,107.26081848144531,2213649400,0.0,0.0,2024-09-20,5y,1wk
2024-08-05 00:00:00-04:00,92.05999755859375,108.80000305175781,90.69000244140625,104.75,104.74104309082031,2056049100,0.0,0.0,2024-09-20,5y,1wk
2024-08-12 00:00:00-04:00,106.31999969482422,125.0,106.26000213623047,124.58000183105469,124.56934356689453,1598129600,0.0,0.0,2024-09-20,5y,1wk
2024-08-19 00:00:00-04:00,124.27999877929688,130.75,123.0999984741211,129.3699951171875,129.3589324951172,1575724000,0.0,0.0,2024-09-20,5y,1wk
2024-08-26 00:00:00-04:00,129.57000732421875,131.25999450683594,116.70999908447266,119.37000274658203,119.35979461669922,1869975300,0.0,0.0,2024-09-20,5y,1wk
2024-09-02 00:00:00-04:00,116.01000213623047,116.20999908447266,100.94999694824219,102.83000183105469,102.82120513916016,1570114200,0.0,0.0,2024-09-20,5y,1wk
2024-09-09 00:00:00-04:00,104.87999725341797,120.79000091552734,103.69000244140625,119.0999984741211,119.08981323242188,1589076900,0.01,0.0,2024-09-20,5y,1wk
2024-09-16 00:00:00-04:00,116.79000091552734,119.66000366210938,113.22000122070312,116.08930206298828,116.08930206298828,1246958345,0.0,0.0,2024-09-20,5y,1wk
